date,match_num,home,away,market,selection,line,model_p,odds,close_odds,hg,ag,played
2026-06-24,50,Czech Republic,Mexico,1X2,home,,0.15882,3.55,3.7,0.0,3.0,1
2026-06-24,50,Czech Republic,Mexico,1X2,away,,0.5781,2.04,1.98,0.0,3.0,1
2026-06-24,50,Czech Republic,Mexico,1X2,draw,,0.26309,4.0,4.04,0.0,3.0,1
2026-06-24,50,Czech Republic,Mexico,OU,over,2.5,0.40408,2.22,1.96,0.0,3.0,1
2026-06-24,50,Czech Republic,Mexico,OU,under,2.5,0.59592,1.71,1.91,0.0,3.0,1
2026-06-24,50,Czech Republic,Mexico,AH,home,0.5,0.4219,1.77,1.87,0.0,3.0,1
2026-06-24,50,Czech Republic,Mexico,AH,away,0.5,0.5781,2.02,1.94,0.0,3.0,1
2026-06-24,53,South Africa,South Korea,1X2,home,,0.15854,5.85,5.7,1.0,0.0,1
2026-06-24,53,South Africa,South Korea,1X2,away,,0.57037,1.64,1.69,1.0,0.0,1
2026-06-24,53,South Africa,South Korea,1X2,draw,,0.2711,3.95,3.9,1.0,0.0,1
2026-06-24,53,South Africa,South Korea,OU,over,2.5,0.3791,2.02,2.05,1.0,0.0,1
2026-06-24,53,South Africa,South Korea,OU,under,2.5,0.6209,1.8,1.83,1.0,0.0,1
2026-06-24,53,South Africa,South Korea,AH,home,0.5,0.42963,2.33,2.23,1.0,0.0,1
2026-06-24,53,South Africa,South Korea,AH,away,0.5,0.57037,1.62,1.67,1.0,0.0,1
2026-06-24,54,Switzerland,Canada,1X2,away,,0.30702,3.3,3.45,2.0,1.0,1
2026-06-24,54,Switzerland,Canada,1X2,home,,0.39414,2.5,2.4,2.0,1.0,1
2026-06-24,54,Switzerland,Canada,1X2,draw,,0.29884,3.05,3.17,2.0,1.0,1
2026-06-24,54,Switzerland,Canada,OU,over,2.5,0.40039,2.12,2.11,2.0,1.0,1
2026-06-24,54,Switzerland,Canada,OU,under,2.5,0.59961,1.73,1.78,2.0,1.0,1
2026-06-24,54,Switzerland,Canada,AH,away,-0.0,0.45644,2.24,2.32,2.0,1.0,1
2026-06-24,54,Switzerland,Canada,AH,home,-0.0,0.54356,1.7,1.65,2.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,1X2,home,,0.57661,1.47,1.42,3.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,1X2,away,,0.17683,7.25,7.55,3.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,1X2,draw,,0.24656,4.75,5.35,3.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,OU,over,3.0,0.26794,2.08,1.94,3.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,OU,under,3.0,0.5139,1.76,1.92,3.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,AH,home,-1.5,0.33056,2.19,2.07,3.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,AH,away,-1.5,0.66944,1.73,1.81,3.0,1.0,1
2026-06-24,52,Scotland,Brazil,1X2,away,,0.60656,1.36,1.33,0.0,3.0,1
2026-06-24,52,Scotland,Brazil,1X2,home,,0.16056,7.0,9.5,0.0,3.0,1
2026-06-24,52,Scotland,Brazil,1X2,draw,,0.23288,5.1,5.6,0.0,3.0,1
2026-06-24,52,Scotland,Brazil,OU,over,2.5,0.51276,1.73,1.71,0.0,3.0,1
2026-06-24,52,Scotland,Brazil,OU,under,2.5,0.48724,1.96,1.97,0.0,3.0,1
2026-06-24,52,Scotland,Brazil,AH,away,1.5,0.36237,2.13,1.99,0.0,3.0,1
2026-06-24,52,Scotland,Brazil,AH,home,1.5,0.63763,1.69,1.8,0.0,3.0,1
2026-06-24,51,Morocco,Haiti,1X2,away,,0.05336,17.0,17.0,4.0,2.0,1
2026-06-24,51,Morocco,Haiti,1X2,home,,0.77215,1.16,1.16,4.0,2.0,1
2026-06-24,51,Morocco,Haiti,1X2,draw,,0.17448,7.5,7.5,4.0,2.0,1
2026-06-24,51,Morocco,Haiti,OU,over,3.0,0.24078,1.94,1.83,4.0,2.0,1
2026-06-24,51,Morocco,Haiti,OU,under,3.0,0.54578,1.87,2.04,4.0,2.0,1
2026-06-24,51,Morocco,Haiti,AH,away,-2.5,0.71752,1.59,1.59,4.0,2.0,1
2026-06-24,51,Morocco,Haiti,AH,home,-2.5,0.28248,2.38,2.37,4.0,2.0,1
2026-06-25,60,Turkey,United States,1X2,home,,0.39094,2.8,3.8,3.0,2.0,1
2026-06-25,60,Turkey,United States,1X2,away,,0.34788,2.05,1.8,3.0,2.0,1
2026-06-25,60,Turkey,United States,1X2,draw,,0.26117,4.2,4.1,3.0,2.0,1
2026-06-25,60,Turkey,United States,OU,over,2.5,0.5536,1.73,1.68,3.0,2.0,1
2026-06-25,60,Turkey,United States,OU,under,2.5,0.4464,2.08,2.24,3.0,2.0,1
2026-06-25,60,Turkey,United States,AH,home,0.5,0.65212,1.7,1.93,3.0,2.0,1
2026-06-25,60,Turkey,United States,AH,away,0.5,0.34788,2.16,1.88,3.0,2.0,1
2026-06-25,58,Paraguay,Australia,1X2,away,,0.36554,3.95,4.1,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,1X2,home,,0.28459,2.85,2.6,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,1X2,draw,,0.34987,2.15,2.35,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,OU,over,1.5,0.52709,1.6,1.66,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,OU,under,1.5,0.47291,2.3,2.21,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,AH,away,-0.5,0.71541,1.5,1.54,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,AH,home,-0.5,0.28459,2.62,2.51,0.0,0.0,1
2026-06-20,34,Germany,Ivory Coast,1X2,home,,0.44471,1.43,2.6,2.0,1.0,1
2026-06-20,34,Germany,Ivory Coast,1X2,away,,0.27091,7.0,2.55,2.0,1.0,1
2026-06-20,34,Germany,Ivory Coast,1X2,draw,,0.28438,5.0,3.35,2.0,1.0,1
2026-06-20,34,Germany,Ivory Coast,OU,over,3.5,0.22645,2.23,2.4,2.0,1.0,1
2026-06-20,34,Germany,Ivory Coast,OU,under,3.5,0.77355,1.56,1.49,2.0,1.0,1
2026-06-20,34,Germany,Ivory Coast,AH,home,-1.5,0.21634,2.24,2.24,2.0,1.0,1
2026-06-20,34,Germany,Ivory Coast,AH,away,-1.5,0.78366,1.65,1.65,2.0,1.0,1
2026-06-20,33,Ecuador,Curaçao,1X2,away,,0.02856,18.0,15.0,0.0,0.0,1
2026-06-20,33,Ecuador,Curaçao,1X2,home,,0.84785,1.12,1.16,0.0,0.0,1
2026-06-20,33,Ecuador,Curaçao,1X2,draw,,0.12359,10.0,8.5,0.0,0.0,1
2026-06-20,33,Ecuador,Curaçao,OU,over,3.5,0.30673,2.28,2.28,0.0,0.0,1
2026-06-20,33,Ecuador,Curaçao,OU,under,3.5,0.69327,1.54,1.54,0.0,0.0,1
2026-06-20,33,Ecuador,Curaçao,AH,away,-2.5,0.60989,1.69,1.64,0.0,0.0,1
2026-06-20,33,Ecuador,Curaçao,AH,home,-2.5,0.39011,2.18,2.26,0.0,0.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,home,,0.06477,22.5,16.0,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,away,,0.76613,1.15,1.2,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,draw,,0.1691,8.5,8.0,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,OU,over,3.0,0.29714,1.74,1.76,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,OU,under,3.0,0.48126,2.1,2.14,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,AH,home,2.5,0.70254,1.72,1.67,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,AH,away,2.5,0.29746,2.09,2.23,0.0,2.0,1
2026-06-25,56,Ecuador,Germany,1X2,home,,0.41757,4.1,4.7,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,1X2,away,,0.26208,1.54,1.56,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,1X2,draw,,0.32035,3.35,4.8,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,OU,over,2.5,0.32044,1.87,1.76,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,OU,under,2.5,0.67956,1.94,2.14,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,AH,home,0.5,0.73792,2.13,2.35,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,AH,away,0.5,0.26208,1.69,1.62,2.0,1.0,1
2026-06-20,35,Netherlands,Sweden,1X2,away,,0.182,100.0,100.0,5.0,1.0,1
2026-06-20,35,Netherlands,Sweden,1X2,draw,,0.20987,100.0,100.0,5.0,1.0,1
2026-06-20,35,Netherlands,Sweden,OU,over,6.5,0.05178,3.65,3.65,5.0,1.0,1
2026-06-20,35,Netherlands,Sweden,OU,under,6.5,0.94822,1.21,1.21,5.0,1.0,1
2026-06-20,35,Netherlands,Sweden,AH,home,0.0,0.71307,1.61,1.61,5.0,1.0,1
2026-06-20,35,Netherlands,Sweden,AH,away,0.0,0.28693,2.41,2.41,5.0,1.0,1
2026-06-20,36,Tunisia,Japan,1X2,away,,0.72709,1.47,1.5,0.0,4.0,1
2026-06-20,36,Tunisia,Japan,1X2,home,,0.07629,8.0,8.0,0.0,4.0,1
2026-06-20,36,Tunisia,Japan,1X2,draw,,0.19662,4.5,4.1,0.0,4.0,1
2026-06-20,36,Tunisia,Japan,OU,over,2.5,0.45453,1.88,2.0,0.0,4.0,1
2026-06-20,36,Tunisia,Japan,OU,under,2.5,0.54547,1.79,1.7,0.0,4.0,1
2026-06-20,36,Tunisia,Japan,AH,away,0.5,0.72709,1.54,1.54,0.0,4.0,1
2026-06-20,36,Tunisia,Japan,AH,home,0.5,0.27291,2.49,2.49,0.0,4.0,1
2026-06-25,57,Japan,Sweden,1X2,home,,0.69415,2.1,2.02,1.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,away,,0.11783,3.58,4.12,1.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,draw,,0.18803,3.53,3.5,1.0,1.0,1
2026-06-25,57,Japan,Sweden,OU,over,2.5,0.60755,1.97,1.91,1.0,1.0,1
2026-06-25,57,Japan,Sweden,OU,under,2.5,0.39245,1.87,1.96,1.0,1.0,1
2026-06-25,57,Japan,Sweden,AH,home,-0.5,0.69415,2.06,1.94,1.0,1.0,1
2026-06-25,57,Japan,Sweden,AH,away,-0.5,0.30585,1.77,1.87,1.0,1.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,away,,0.66425,1.34,1.12,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,home,,0.11544,9.84,29.0,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,draw,,0.22031,5.34,10.5,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,OU,over,2.5,0.47215,1.66,1.66,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,OU,under,2.5,0.52785,2.24,2.24,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,AH,away,1.5,0.40973,1.87,1.87,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,AH,home,1.5,0.59027,1.92,1.92,1.0,3.0,1
2026-06-21,37,Belgium,Iran,1X2,home,,0.42875,1.43,1.43,0.0,0.0,1
2026-06-21,37,Belgium,Iran,1X2,away,,0.29668,7.68,8.25,0.0,0.0,1
2026-06-21,37,Belgium,Iran,1X2,draw,,0.27457,4.77,4.95,0.0,0.0,1
2026-06-21,37,Belgium,Iran,OU,over,2.5,0.48498,1.84,1.85,0.0,0.0,1
2026-06-21,37,Belgium,Iran,OU,under,2.5,0.51502,2.06,2.06,0.0,0.0,1
2026-06-21,37,Belgium,Iran,AH,home,-1.25,0.2113,2.02,1.98,0.0,0.0,1
2026-06-21,37,Belgium,Iran,AH,away,-1.25,0.7887,1.88,1.94,0.0,0.0,1
2026-06-21,38,New Zealand,Egypt,1X2,away,,0.44734,1.54,1.56,1.0,3.0,1
2026-06-21,38,New Zealand,Egypt,1X2,home,,0.23335,5.75,6.5,1.0,3.0,1
2026-06-21,38,New Zealand,Egypt,1X2,draw,,0.31931,4.1,4.1,1.0,3.0,1
2026-06-21,38,New Zealand,Egypt,OU,over,2.5,0.31009,2.0,2.02,1.0,3.0,1
2026-06-21,38,New Zealand,Egypt,OU,under,2.5,0.68991,1.7,1.7,1.0,3.0,1
2026-06-21,38,New Zealand,Egypt,AH,away,0.5,0.44734,1.62,1.62,1.0,3.0,1
2026-06-21,38,New Zealand,Egypt,AH,home,0.5,0.55266,2.31,2.4,1.0,3.0,1
2026-06-26,62,Egypt,Iran,1X2,home,,0.30357,2.14,2.39,1.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,away,,0.37206,3.82,3.82,1.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,draw,,0.32437,3.08,2.6,1.0,1.0,1
2026-06-26,62,Egypt,Iran,OU,over,2.5,0.32077,2.54,2.54,1.0,1.0,1
2026-06-26,62,Egypt,Iran,OU,under,2.5,0.67923,1.5,1.5,1.0,1.0,1
2026-06-26,62,Egypt,Iran,AH,home,-0.5,0.30357,2.04,2.44,1.0,1.0,1
2026-06-26,62,Egypt,Iran,AH,away,-0.5,0.69643,1.79,1.56,1.0,1.0,1
2026-06-26,63,New Zealand,Belgium,1X2,away,,0.60132,1.25,1.2,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,1X2,home,,0.16238,14.0,16.0,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,1X2,draw,,0.23631,6.25,7.9,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,OU,over,3.0,0.28256,2.02,1.89,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,OU,under,3.0,0.49735,1.8,1.97,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,AH,away,1.5,0.35573,1.7,1.59,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,AH,home,1.5,0.64427,2.11,2.35,1.0,5.0,1
2026-06-21,39,Spain,Saudi Arabia,1X2,away,,0.04984,37.0,38.0,4.0,0.0,1
2026-06-21,39,Spain,Saudi Arabia,1X2,home,,0.79997,1.11,1.11,4.0,0.0,1
2026-06-21,39,Spain,Saudi Arabia,1X2,draw,,0.15019,11.4,11.5,4.0,0.0,1
2026-06-21,39,Spain,Saudi Arabia,OU,over,3.5,0.31034,2.22,1.93,4.0,0.0,1
2026-06-21,39,Spain,Saudi Arabia,OU,under,3.5,0.68966,1.71,1.93,4.0,0.0,1
2026-06-21,39,Spain,Saudi Arabia,AH,away,-2.5,0.66378,1.89,2.09,4.0,0.0,1
2026-06-21,39,Spain,Saudi Arabia,AH,home,-2.5,0.33622,1.98,1.79,4.0,0.0,1
2026-06-21,40,Uruguay,Cape Verde,1X2,away,,0.11719,8.5,9.5,2.0,2.0,1
2026-06-21,40,Uruguay,Cape Verde,1X2,home,,0.59411,1.42,1.45,2.0,2.0,1
2026-06-21,40,Uruguay,Cape Verde,1X2,draw,,0.28869,4.25,4.35,2.0,2.0,1
2026-06-21,40,Uruguay,Cape Verde,OU,over,2.5,0.28049,2.07,2.18,2.0,2.0,1
2026-06-21,40,Uruguay,Cape Verde,OU,under,2.5,0.71951,1.66,1.6,2.0,2.0,1
2026-06-21,40,Uruguay,Cape Verde,AH,away,-1.5,0.6963,1.55,1.55,2.0,2.0,1
2026-06-21,40,Uruguay,Cape Verde,AH,home,-1.5,0.3037,2.39,2.39,2.0,2.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,home,,0.30128,2.85,2.6,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,away,,0.35259,2.35,2.8,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,draw,,0.34613,3.6,3.2,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,OU,over,2.5,0.26443,2.05,2.18,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,OU,under,2.5,0.73557,1.78,1.73,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,AH,home,0.5,0.64741,1.54,1.5,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,AH,away,0.5,0.35259,2.44,2.61,0.0,0.0,1
2026-06-26,66,Uruguay,Spain,1X2,away,,0.51126,1.5,1.67,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,1X2,home,,0.18285,6.2,6.2,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,1X2,draw,,0.30589,4.4,3.4,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,OU,over,2.5,0.30964,1.85,2.26,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,OU,under,2.5,0.69036,1.96,1.69,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,AH,away,1.5,0.2446,2.5,2.51,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,AH,home,1.5,0.7554,1.52,1.53,0.0,1.0,1
2026-06-22,42,France,Iraq,1X2,home,,0.69364,1.08,1.08,3.0,0.0,1
2026-06-22,42,France,Iraq,1X2,away,,0.09161,25.0,30.0,3.0,0.0,1
2026-06-22,42,France,Iraq,1X2,draw,,0.21475,10.5,14.0,3.0,0.0,1
2026-06-22,42,France,Iraq,OU,over,3.5,0.22486,1.92,1.75,3.0,0.0,1
2026-06-22,42,France,Iraq,OU,under,3.5,0.77514,1.77,1.93,3.0,0.0,1
2026-06-22,42,France,Iraq,AH,home,-2.5,0.21297,1.79,1.72,3.0,0.0,1
2026-06-22,42,France,Iraq,AH,away,-2.5,0.78703,2.08,2.09,3.0,0.0,1
2026-06-22,44,Norway,Senegal,1X2,home,,0.56417,2.34,2.24,3.0,2.0,1
2026-06-22,44,Norway,Senegal,1X2,away,,0.19297,3.26,3.45,3.0,2.0,1
2026-06-22,44,Norway,Senegal,1X2,draw,,0.24286,3.55,3.58,3.0,2.0,1
2026-06-22,44,Norway,Senegal,OU,over,2.5,0.52214,1.97,1.9,3.0,2.0,1
2026-06-22,44,Norway,Senegal,OU,under,2.5,0.47786,1.9,1.97,3.0,2.0,1
2026-06-22,44,Norway,Senegal,AH,home,0.0,0.6856,1.67,1.6,3.0,2.0,1
2026-06-22,44,Norway,Senegal,AH,away,0.0,0.3144,2.29,2.43,3.0,2.0,1
2026-06-26,64,Norway,France,1X2,away,,0.30099,1.78,1.02,1.0,4.0,1
2026-06-26,64,Norway,France,1X2,home,,0.43136,4.39,44.0,1.0,4.0,1
2026-06-26,64,Norway,France,1X2,draw,,0.26765,3.66,17.0,1.0,4.0,1
2026-06-26,64,Norway,France,OU,over,2.5,0.51397,1.85,1.67,1.0,4.0,1
2026-06-26,64,Norway,France,OU,under,2.5,0.48603,2.0,2.2,1.0,4.0,1
2026-06-26,64,Norway,France,AH,away,0.5,0.30099,1.82,1.59,1.0,4.0,1
2026-06-26,64,Norway,France,AH,home,0.5,0.69901,2.0,2.33,1.0,4.0,1
2026-06-26,65,Senegal,Iraq,1X2,away,,0.15292,12.0,130.0,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,1X2,home,,0.57058,1.32,1.02,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,1X2,draw,,0.2765,5.25,26.0,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,OU,over,2.5,0.35626,1.82,1.82,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,OU,under,2.5,0.64374,2.0,2.0,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,AH,away,-1.5,0.69902,1.88,2.25,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,AH,home,-1.5,0.30098,1.93,1.63,5.0,0.0,1
2026-06-22,41,Argentina,Austria,1X2,home,,0.63796,1.56,1.47,2.0,0.0,1
2026-06-22,41,Argentina,Austria,1X2,away,,0.09888,6.0,8.0,2.0,0.0,1
2026-06-22,41,Argentina,Austria,1X2,draw,,0.26316,3.8,4.4,2.0,0.0,1
2026-06-22,41,Argentina,Austria,OU,over,2.5,0.31202,1.87,1.82,2.0,0.0,1
2026-06-22,41,Argentina,Austria,OU,under,2.5,0.68798,1.81,1.85,2.0,0.0,1
2026-06-22,41,Argentina,Austria,AH,home,-0.5,0.63796,1.59,1.55,2.0,0.0,1
2026-06-22,41,Argentina,Austria,AH,away,-0.5,0.36204,2.38,2.48,2.0,0.0,1
2026-06-22,43,Jordan,Algeria,1X2,away,,0.6602,1.61,1.55,1.0,2.0,1
2026-06-22,43,Jordan,Algeria,1X2,home,,0.13926,6.26,7.07,1.0,2.0,1
2026-06-22,43,Jordan,Algeria,1X2,draw,,0.20054,4.25,4.38,1.0,2.0,1
2026-06-22,43,Jordan,Algeria,OU,over,2.5,0.60402,1.95,1.94,1.0,2.0,1
2026-06-22,43,Jordan,Algeria,OU,under,2.5,0.39598,1.92,1.92,1.0,2.0,1
2026-06-22,43,Jordan,Algeria,AH,away,1.5,0.43081,2.66,2.51,1.0,2.0,1
2026-06-22,43,Jordan,Algeria,AH,home,1.5,0.56919,1.51,1.57,1.0,2.0,1
2026-06-27,67,Algeria,Austria,1X2,home,,0.41501,2.6,4.0,3.0,3.0,1
2026-06-27,67,Algeria,Austria,1X2,away,,0.29151,2.25,2.95,3.0,3.0,1
2026-06-27,67,Algeria,Austria,1X2,draw,,0.29348,2.8,2.1,3.0,3.0,1
2026-06-27,67,Algeria,Austria,OU,over,2.5,0.41402,2.12,2.12,3.0,3.0,1
2026-06-27,67,Algeria,Austria,OU,under,2.5,0.58598,1.73,1.73,3.0,3.0,1
2026-06-27,67,Algeria,Austria,AH,home,-0.5,0.41501,3.03,3.32,3.0,3.0,1
2026-06-27,67,Algeria,Austria,AH,away,-0.5,0.58499,1.39,1.34,3.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,away,,0.84268,1.17,1.13,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,home,,0.0345,15.0,17.0,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,draw,,0.12281,7.5,9.0,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,OU,over,3.0,0.34654,1.91,1.77,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,OU,under,3.0,0.42943,1.91,2.13,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,AH,away,1.5,0.63514,1.65,1.6,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,AH,home,1.5,0.36486,2.24,2.33,1.0,3.0,1
2026-06-23,48,Portugal,Uzbekistan,1X2,home,,0.55403,1.17,1.13,5.0,0.0,1
2026-06-23,48,Portugal,Uzbekistan,1X2,away,,0.17539,13.5,17.0,5.0,0.0,1
2026-06-23,48,Portugal,Uzbekistan,1X2,draw,,0.27059,7.25,9.5,5.0,0.0,1
2026-06-23,48,Portugal,Uzbekistan,OU,over,2.5,0.40169,1.6,1.6,5.0,0.0,1
2026-06-23,48,Portugal,Uzbekistan,OU,under,2.5,0.59831,2.42,2.42,5.0,0.0,1
2026-06-23,48,Portugal,Uzbekistan,AH,home,-1.5,0.29601,1.65,1.64,5.0,0.0,1
2026-06-23,48,Portugal,Uzbekistan,AH,away,-1.5,0.70399,2.33,2.35,5.0,0.0,1
2026-06-23,45,Colombia,DR Congo,1X2,home,,0.58434,1.49,1.56,1.0,0.0,1
2026-06-23,45,Colombia,DR Congo,1X2,away,,0.13374,7.5,7.0,1.0,0.0,1
2026-06-23,45,Colombia,DR Congo,1X2,draw,,0.28191,4.35,4.1,1.0,0.0,1
2026-06-23,45,Colombia,DR Congo,OU,over,2.5,0.31741,2.1,2.18,1.0,0.0,1
2026-06-23,45,Colombia,DR Congo,OU,under,2.5,0.68259,1.71,1.65,1.0,0.0,1
2026-06-23,45,Colombia,DR Congo,AH,home,-1.5,0.30419,2.52,2.56,1.0,0.0,1
2026-06-23,45,Colombia,DR Congo,AH,away,-1.5,0.69581,1.51,1.52,1.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,home,,0.46778,3.55,3.45,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,away,,0.26243,2.1,1.97,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,draw,,0.26979,3.5,3.85,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,OU,over,2.5,0.48526,2.07,1.8,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,OU,under,2.5,0.51474,1.77,2.04,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,AH,home,0.5,0.73757,1.81,1.82,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,AH,away,0.5,0.26243,2.01,2.0,0.0,0.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,home,,0.32661,2.1,1.65,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,away,,0.28808,3.6,5.5,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,draw,,0.3853,3.6,4.25,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,OU,over,2.5,0.18529,2.12,2.09,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,OU,under,2.5,0.81471,1.73,1.8,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,AH,home,0.5,0.71192,1.34,1.34,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,AH,away,0.5,0.28808,3.32,3.32,3.0,1.0,1
2026-06-23,46,England,Ghana,1X2,home,,0.75067,1.2,1.18,0.0,0.0,1
2026-06-23,46,England,Ghana,1X2,away,,0.06489,12.0,14.5,0.0,0.0,1
2026-06-23,46,England,Ghana,1X2,draw,,0.18445,6.75,8.0,0.0,0.0,1
2026-06-23,46,England,Ghana,OU,over,2.5,0.46078,1.5,1.51,0.0,0.0,1
2026-06-23,46,England,Ghana,OU,under,2.5,0.53922,2.35,2.32,0.0,0.0,1
2026-06-23,46,England,Ghana,AH,home,-1.5,0.49764,1.67,1.61,0.0,0.0,1
2026-06-23,46,England,Ghana,AH,away,-1.5,0.50236,2.2,2.34,0.0,0.0,1
2026-06-23,47,Panama,Croatia,1X2,away,,0.5354,1.52,1.48,0.0,1.0,1
2026-06-23,47,Panama,Croatia,1X2,home,,0.20822,6.0,6.75,0.0,1.0,1
2026-06-23,47,Panama,Croatia,1X2,draw,,0.25639,4.0,4.5,0.0,1.0,1
2026-06-23,47,Panama,Croatia,OU,over,2.5,0.4888,1.88,1.66,0.0,1.0,1
2026-06-23,47,Panama,Croatia,OU,under,2.5,0.5112,1.8,2.07,0.0,1.0,1
2026-06-23,47,Panama,Croatia,AH,away,0.5,0.5354,1.55,1.54,0.0,1.0,1
2026-06-23,47,Panama,Croatia,AH,home,0.5,0.4646,2.48,2.49,0.0,1.0,1
2026-06-27,72,Panama,England,1X2,away,,0.71583,1.22,1.15,0.0,2.0,1
2026-06-27,72,Panama,England,1X2,home,,0.09026,10.0,16.0,0.0,2.0,1
2026-06-27,72,Panama,England,1X2,draw,,0.19391,7.2,8.2,0.0,2.0,1
2026-06-27,72,Panama,England,OU,over,3.0,0.28596,2.02,1.92,0.0,2.0,1
2026-06-27,72,Panama,England,OU,under,3.0,0.49357,1.8,1.89,0.0,2.0,1
2026-06-27,72,Panama,England,AH,away,1.5,0.46981,1.74,1.64,0.0,2.0,1
2026-06-27,72,Panama,England,AH,home,1.5,0.53019,2.12,2.34,0.0,2.0,1
2026-06-27,69,Croatia,Ghana,1X2,home,,0.59264,1.6,1.85,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,1X2,away,,0.15234,6.0,5.2,2.0,1.0,1
