date,home,away,home_goals,away_goals
2024-04-03,San Diego Padres,St. Louis Cardinals,3,2
2024-04-03,Washington Nationals,Pittsburgh Pirates,5,3
2024-04-03,Chicago Cubs,Colorado Rockies,9,8
2024-04-03,Houston Astros,Toronto Blue Jays,8,0
2024-04-03,Los Angeles Dodgers,San Francisco Giants,5,4
2024-04-04,New York Mets,Detroit Tigers,3,6
2024-04-04,New York Mets,Detroit Tigers,2,1
2024-04-04,Washington Nationals,Pittsburgh Pirates,4,7
2024-04-04,Minnesota Twins,Cleveland Guardians,2,4
2024-04-04,St. Louis Cardinals,Miami Marlins,8,5
2024-04-04,Kansas City Royals,Chicago White Sox,10,1
2024-04-05,New York Yankees,Toronto Blue Jays,0,3
2024-04-05,Detroit Tigers,Oakland Athletics,5,4
2024-04-05,Chicago Cubs,Los Angeles Dodgers,9,7
2024-04-05,Colorado Rockies,Tampa Bay Rays,10,7
2024-04-05,Pittsburgh Pirates,Baltimore Orioles,2,5
2024-04-05,San Francisco Giants,San Diego Padres,3,2
2024-04-05,Cincinnati Reds,New York Mets,2,3
2024-04-05,Washington Nationals,Philadelphia Phillies,0,4
2024-04-05,Atlanta Braves,Arizona Diamondbacks,6,5
2024-04-05,Kansas City Royals,Chicago White Sox,2,1
2024-04-05,Texas Rangers,Houston Astros,10,2
2024-04-05,Milwaukee Brewers,Seattle Mariners,6,5
2024-04-05,Los Angeles Angels,Boston Red Sox,6,8
2024-04-06,Detroit Tigers,Oakland Athletics,0,4
2024-04-06,Minnesota Twins,Cleveland Guardians,1,3
2024-04-06,St. Louis Cardinals,Miami Marlins,3,1
2024-04-06,Chicago Cubs,Los Angeles Dodgers,1,4
2024-04-06,Pittsburgh Pirates,Baltimore Orioles,5,4
2024-04-06,Washington Nationals,Philadelphia Phillies,2,5
2024-04-06,Cincinnati Reds,New York Mets,9,6
2024-04-06,Texas Rangers,Houston Astros,7,2
2024-04-06,New York Yankees,Toronto Blue Jays,9,8
2024-04-06,Kansas City Royals,Chicago White Sox,3,0
2024-04-06,Milwaukee Brewers,Seattle Mariners,3,5
2024-04-06,Atlanta Braves,Arizona Diamondbacks,9,8
2024-04-06,Colorado Rockies,Tampa Bay Rays,6,8
2024-04-06,San Francisco Giants,San Diego Padres,0,4
2024-04-06,Los Angeles Angels,Boston Red Sox,2,1
2024-04-07,Pittsburgh Pirates,Baltimore Orioles,3,2
2024-04-07,Washington Nationals,Philadelphia Phillies,3,2
2024-04-07,Atlanta Braves,Arizona Diamondbacks,5,2
2024-04-07,New York Yankees,Toronto Blue Jays,8,3
2024-04-07,Cincinnati Reds,New York Mets,1,3
2024-04-07,Detroit Tigers,Oakland Athletics,1,7
2024-04-07,Kansas City Royals,Chicago White Sox,5,3
2024-04-07,Milwaukee Brewers,Seattle Mariners,12,4
2024-04-07,St. Louis Cardinals,Miami Marlins,3,10
2024-04-07,Chicago Cubs,Los Angeles Dodgers,8,1
2024-04-07,Colorado Rockies,Tampa Bay Rays,2,3
2024-04-07,San Francisco Giants,San Diego Padres,3,2
2024-04-07,Los Angeles Angels,Boston Red Sox,2,12
2024-04-07,Texas Rangers,Houston Astros,1,3
2024-04-08,Cleveland Guardians,Chicago White Sox,4,0
2024-04-08,New York Yankees,Miami Marlins,7,0
2024-04-08,Pittsburgh Pirates,Detroit Tigers,7,4
2024-04-08,Cincinnati Reds,Milwaukee Brewers,10,8
2024-04-08,Toronto Blue Jays,Seattle Mariners,5,2
2024-04-08,Atlanta Braves,New York Mets,7,8
2024-04-08,Minnesota Twins,Los Angeles Dodgers,2,4
2024-04-08,St. Louis Cardinals,Philadelphia Phillies,3,5
2024-04-08,Texas Rangers,Houston Astros,5,10
2024-04-08,Colorado Rockies,Arizona Diamondbacks,7,5
2024-04-08,Los Angeles Angels,Tampa Bay Rays,7,1
2024-04-08,San Diego Padres,Chicago Cubs,9,8
2024-04-08,San Francisco Giants,Washington Nationals,1,8
2024-04-09,Pittsburgh Pirates,Detroit Tigers,3,5
2024-04-09,Boston Red Sox,Baltimore Orioles,1,7
2024-04-09,Cleveland Guardians,Chicago White Sox,5,7
2024-04-09,Cincinnati Reds,Milwaukee Brewers,5,9
2024-04-09,New York Yankees,Miami Marlins,3,2
2024-04-09,Toronto Blue Jays,Seattle Mariners,5,3
2024-04-09,Atlanta Braves,New York Mets,6,5
2024-04-09,Kansas City Royals,Houston Astros,4,3
2024-04-09,Minnesota Twins,Los Angeles Dodgers,3,6
2024-04-09,St. Louis Cardinals,Philadelphia Phillies,3,0
2024-04-09,Texas Rangers,Oakland Athletics,3,4
2024-04-09,Colorado Rockies,Arizona Diamondbacks,2,3
2024-04-09,Los Angeles Angels,Tampa Bay Rays,4,6
2024-04-09,San Francisco Giants,Washington Nationals,3,5
2024-04-09,San Diego Padres,Chicago Cubs,1,5
2024-04-10,Minnesota Twins,Los Angeles Dodgers,3,2
2024-04-10,St. Louis Cardinals,Philadelphia Phillies,3,4
2024-04-10,Toronto Blue Jays,Seattle Mariners,1,6
2024-04-10,Colorado Rockies,Arizona Diamondbacks,3,5
2024-04-10,San Francisco Giants,Washington Nationals,7,1
2024-04-10,Los Angeles Angels,Tampa Bay Rays,2,4
2024-04-10,Cleveland Guardians,Chicago White Sox,7,6
2024-04-10,San Diego Padres,Chicago Cubs,10,2
2024-04-10,Cincinnati Reds,Milwaukee Brewers,2,7
2024-04-10,New York Yankees,Miami Marlins,2,5
2024-04-10,Boston Red Sox,Baltimore Orioles,5,7
2024-04-10,Kansas City Royals,Houston Astros,11,2
2024-04-10,Texas Rangers,Oakland Athletics,6,2
2024-04-11,Atlanta Braves,New York Mets,4,16
2024-04-11,Kansas City Royals,Houston Astros,13,3
2024-04-11,Texas Rangers,Oakland Athletics,0,1
2024-04-11,Philadelphia Phillies,Pittsburgh Pirates,5,1
2024-04-11,Boston Red Sox,Baltimore Orioles,4,9
2024-04-12,Detroit Tigers,Minnesota Twins,8,2
2024-04-12,Philadelphia Phillies,Pittsburgh Pirates,2,5
2024-04-12,Tampa Bay Rays,San Francisco Giants,2,1
2024-04-12,Baltimore Orioles,Milwaukee Brewers,1,11
2024-04-12,Toronto Blue Jays,Colorado Rockies,4,12
2024-04-12,Boston Red Sox,Los Angeles Angels,0,7
2024-04-12,New York Mets,Kansas City Royals,6,1
2024-04-12,Miami Marlins,Atlanta Braves,1,8
2024-04-12,Chicago White Sox,Cincinnati Reds,1,11
2024-04-12,Houston Astros,Texas Rangers,8,12
2024-04-12,Oakland Athletics,Washington Nationals,2,1
2024-04-12,Seattle Mariners,Chicago Cubs,4,2
2024-04-12,Arizona Diamondbacks,St. Louis Cardinals,6,9
2024-04-12,Los Angeles Dodgers,San Diego Padres,7,8
2024-04-13,Cleveland Guardians,New York Yankees,2,3
2024-04-13,Cleveland Guardians,New York Yankees,2,8
2024-04-13,Detroit Tigers,Minnesota Twins,5,11
2024-04-13,Detroit Tigers,Minnesota Twins,1,4
2024-04-13,New York Mets,Kansas City Royals,7,11
2024-04-13,Chicago White Sox,Cincinnati Reds,0,5
2024-04-13,Toronto Blue Jays,Colorado Rockies,5,3
2024-04-13,Houston Astros,Texas Rangers,9,2
2024-04-13,Philadelphia Phillies,Pittsburgh Pirates,4,3
2024-04-13,Baltimore Orioles,Milwaukee Brewers,5,11
2024-04-13,Oakland Athletics,Washington Nationals,1,3
2024-04-13,Boston Red Sox,Los Angeles Angels,7,2
2024-04-13,Tampa Bay Rays,San Francisco Giants,2,11
2024-04-13,Miami Marlins,Atlanta Braves,5,1
2024-04-13,Arizona Diamondbacks,St. Louis Cardinals,4,2
2024-04-13,Los Angeles Dodgers,San Diego Padres,5,2
2024-04-13,Seattle Mariners,Chicago Cubs,1,4
2024-04-14,Boston Red Sox,Los Angeles Angels,5,4
2024-04-14,Philadelphia Phillies,Pittsburgh Pirates,2,9
2024-04-14,Baltimore Orioles,Milwaukee Brewers,6,4
2024-04-14,Toronto Blue Jays,Colorado Rockies,5,0
2024-04-14,New York Mets,Kansas City Royals,2,1
2024-04-14,Tampa Bay Rays,San Francisco Giants,9,4
2024-04-14,Detroit Tigers,Minnesota Twins,4,3
2024-04-14,Miami Marlins,Atlanta Braves,7,9
2024-04-14,Cleveland Guardians,New York Yankees,8,7
2024-04-14,Houston Astros,Texas Rangers,8,5
2024-04-14,Chicago White Sox,Cincinnati Reds,4,11
2024-04-14,Oakland Athletics,Washington Nationals,7,6
2024-04-14,Seattle Mariners,Chicago Cubs,2,3
2024-04-14,Arizona Diamondbacks,St. Louis Cardinals,5,0
2024-04-14,Los Angeles Dodgers,San Diego Padres,3,6
2024-04-15,Boston Red Sox,Cleveland Guardians,0,6
2024-04-15,Baltimore Orioles,Minnesota Twins,7,4
2024-04-15,Detroit Tigers,Texas Rangers,0,1
2024-04-15,Philadelphia Phillies,Colorado Rockies,2,1
2024-04-15,Miami Marlins,San Francisco Giants,3,4
2024-04-15,Tampa Bay Rays,Los Angeles Angels,3,7
2024-04-15,Toronto Blue Jays,New York Yankees,3,1
2024-04-15,New York Mets,Pittsburgh Pirates,6,3
2024-04-15,Chicago White Sox,Kansas City Royals,0,2
2024-04-15,Milwaukee Brewers,San Diego Padres,3,7
2024-04-15,Houston Astros,Atlanta Braves,1,6
2024-04-15,Arizona Diamondbacks,Chicago Cubs,2,3
2024-04-15,Oakland Athletics,St. Louis Cardinals,1,3
2024-04-15,Seattle Mariners,Cincinnati Reds,9,3
2024-04-15,Los Angeles Dodgers,Washington Nationals,4,6
2024-04-16,Detroit Tigers,Texas Rangers,4,2
2024-04-16,Baltimore Orioles,Minnesota Twins,11,3
2024-04-16,Philadelphia Phillies,Colorado Rockies,5,0
2024-04-16,Miami Marlins,San Francisco Giants,6,3
2024-04-16,Tampa Bay Rays,Los Angeles Angels,7,6
2024-04-16,Toronto Blue Jays,New York Yankees,5,4
2024-04-16,Boston Red Sox,Cleveland Guardians,7,10
2024-04-16,New York Mets,Pittsburgh Pirates,3,1
2024-04-16,Milwaukee Brewers,San Diego Padres,3,6
2024-04-16,Houston Astros,Atlanta Braves,2,6
2024-04-16,Arizona Diamondbacks,Chicago Cubs,12,11
2024-04-16,Seattle Mariners,Cincinnati Reds,3,1
2024-04-16,Oakland Athletics,St. Louis Cardinals,2,3
2024-04-16,Los Angeles Dodgers,Washington Nationals,6,2
2024-04-17,Miami Marlins,San Francisco Giants,1,3
2024-04-17,Baltimore Orioles,Minnesota Twins,4,2
2024-04-17,New York Mets,Pittsburgh Pirates,9,1
2024-04-17,Detroit Tigers,Texas Rangers,4,5
2024-04-17,Milwaukee Brewers,San Diego Padres,1,0
2024-04-17,Houston Astros,Atlanta Braves,4,5
2024-04-17,Chicago White Sox,Kansas City Royals,2,4
2024-04-17,Chicago White Sox,Kansas City Royals,2,1
2024-04-17,Toronto Blue Jays,New York Yankees,4,6
2024-04-17,Los Angeles Dodgers,Washington Nationals,0,2
2024-04-17,Oakland Athletics,St. Louis Cardinals,6,3
2024-04-17,Arizona Diamondbacks,Chicago Cubs,3,5
2024-04-17,Seattle Mariners,Cincinnati Reds,5,1
2024-04-17,Philadelphia Phillies,Colorado Rockies,7,6
2024-04-17,Tampa Bay Rays,Los Angeles Angels,4,5
2024-04-17,Boston Red Sox,Cleveland Guardians,2,0
2024-04-18,Tampa Bay Rays,Los Angeles Angels,2,1
2024-04-18,Detroit Tigers,Texas Rangers,7,9
2024-04-18,Boston Red Sox,Cleveland Guardians,4,5
2024-04-18,San Francisco Giants,Arizona Diamondbacks,5,0
2024-04-19,Chicago Cubs,Miami Marlins,8,3
2024-04-19,Cincinnati Reds,Los Angeles Angels,7,1
2024-04-19,Pittsburgh Pirates,Boston Red Sox,1,8
2024-04-19,Philadelphia Phillies,Chicago White Sox,7,0
2024-04-19,Washington Nationals,Houston Astros,3,5
2024-04-19,New York Yankees,Tampa Bay Rays,5,3
2024-04-19,Cleveland Guardians,Oakland Athletics,10,2
2024-04-19,Atlanta Braves,Texas Rangers,8,3
2024-04-19,Kansas City Royals,Baltimore Orioles,9,4
2024-04-19,Minnesota Twins,Detroit Tigers,4,5
2024-04-19,St. Louis Cardinals,Milwaukee Brewers,1,2
2024-04-19,San Diego Padres,Toronto Blue Jays,1,5
2024-04-19,Los Angeles Dodgers,New York Mets,4,9
2024-04-19,San Francisco Giants,Arizona Diamondbacks,1,17
2024-04-20,New York Yankees,Tampa Bay Rays,0,2
2024-04-20,Minnesota Twins,Detroit Tigers,4,3
2024-04-20,St. Louis Cardinals,Milwaukee Brewers,5,12
2024-04-20,Chicago Cubs,Miami Marlins,2,3
2024-04-20,Chicago Cubs,Miami Marlins,5,3
2024-04-20,Washington Nationals,Houston Astros,5,4
2024-04-20,Los Angeles Dodgers,New York Mets,4,6
2024-04-20,Pittsburgh Pirates,Boston Red Sox,2,4
2024-04-20,San Francisco Giants,Arizona Diamondbacks,7,3
2024-04-20,Philadelphia Phillies,Chicago White Sox,9,5
2024-04-20,Cleveland Guardians,Oakland Athletics,6,3
2024-04-20,Cincinnati Reds,Los Angeles Angels,7,5
2024-04-20,Kansas City Royals,Baltimore Orioles,7,9
2024-04-20,Atlanta Braves,Texas Rangers,5,2
2024-04-20,Colorado Rockies,Seattle Mariners,0,7
2024-04-20,San Diego Padres,Toronto Blue Jays,2,5
2024-04-21,Washington Nationals,Houston Astros,6,0
2024-04-21,Pittsburgh Pirates,Boston Red Sox,1,6
2024-04-21,Philadelphia Phillies,Chicago White Sox,8,2
2024-04-21,New York Yankees,Tampa Bay Rays,5,4
2024-04-21,Cincinnati Reds,Los Angeles Angels,3,0
2024-04-21,Cleveland Guardians,Oakland Athletics,6,2
2024-04-21,Kansas City Royals,Baltimore Orioles,0,5
2024-04-21,Minnesota Twins,Detroit Tigers,1,6
2024-04-21,St. Louis Cardinals,Milwaukee Brewers,0,2
2024-04-21,Chicago Cubs,Miami Marlins,3,6
2024-04-21,Colorado Rockies,Seattle Mariners,2,1
2024-04-21,Colorado Rockies,Seattle Mariners,2,10
2024-04-21,San Francisco Giants,Arizona Diamondbacks,3,5
2024-04-21,Los Angeles Dodgers,New York Mets,10,0
2024-04-21,San Diego Padres,Toronto Blue Jays,6,3
2024-04-21,Atlanta Braves,Texas Rangers,4,6
2024-04-22,New York Yankees,Oakland Athletics,0,2
2024-04-22,Cincinnati Reds,Philadelphia Phillies,0,7
2024-04-22,Pittsburgh Pirates,Milwaukee Brewers,4,2
2024-04-22,Tampa Bay Rays,Detroit Tigers,1,7
2024-04-22,Atlanta Braves,Miami Marlins,3,0
2024-04-22,Kansas City Royals,Toronto Blue Jays,3,5
2024-04-22,Minnesota Twins,Chicago White Sox,7,0
2024-04-22,St. Louis Cardinals,Arizona Diamondbacks,5,3
2024-04-22,Colorado Rockies,San Diego Padres,1,3
2024-04-22,Los Angeles Angels,Baltimore Orioles,2,4
2024-04-22,San Francisco Giants,New York Mets,5,2
2024-04-23,Cleveland Guardians,Boston Red Sox,4,1
2024-04-23,Cincinnati Reds,Philadelphia Phillies,8,1
2024-04-23,Pittsburgh Pirates,Milwaukee Brewers,2,1
2024-04-23,Washington Nationals,Los Angeles Dodgers,1,4
2024-04-23,Tampa Bay Rays,Detroit Tigers,2,4
2024-04-23,New York Yankees,Oakland Athletics,4,3
2024-04-23,Atlanta Braves,Miami Marlins,5,0
2024-04-23,Chicago Cubs,Houston Astros,7,2
2024-04-23,Kansas City Royals,Toronto Blue Jays,3,2
2024-04-23,Minnesota Twins,Chicago White Sox,6,5
2024-04-23,St. Louis Cardinals,Arizona Diamondbacks,1,14
2024-04-23,Texas Rangers,Seattle Mariners,0,4
2024-04-23,Colorado Rockies,San Diego Padres,7,4
2024-04-23,Los Angeles Angels,Baltimore Orioles,7,4
2024-04-23,San Francisco Giants,New York Mets,5,1
2024-04-24,St. Louis Cardinals,Arizona Diamondbacks,5,1
2024-04-24,San Francisco Giants,New York Mets,2,8
2024-04-24,Los Angeles Angels,Baltimore Orioles,5,6
2024-04-24,Cleveland Guardians,Boston Red Sox,0,8
2024-04-24,Cincinnati Reds,Philadelphia Phillies,7,4
2024-04-24,Pittsburgh Pirates,Milwaukee Brewers,2,3
2024-04-24,Washington Nationals,Los Angeles Dodgers,2,11
2024-04-24,Tampa Bay Rays,Detroit Tigers,7,5
2024-04-24,New York Yankees,Oakland Athletics,7,3
2024-04-24,Atlanta Braves,Miami Marlins,4,3
2024-04-24,Chicago Cubs,Houston Astros,4,3
2024-04-24,Kansas City Royals,Toronto Blue Jays,3,2
2024-04-24,Minnesota Twins,Chicago White Sox,6,3
2024-04-24,Texas Rangers,Seattle Mariners,5,1
2024-04-24,Colorado Rockies,San Diego Padres,2,5
2024-04-25,Pittsburgh Pirates,Milwaukee Brewers,5,7
2024-04-25,Cleveland Guardians,Boston Red Sox,6,4
2024-04-25,Cincinnati Reds,Philadelphia Phillies,0,5
2024-04-25,Minnesota Twins,Chicago White Sox,6,3
2024-04-25,Kansas City Royals,Toronto Blue Jays,2,1
2024-04-25,Chicago Cubs,Houston Astros,3,1
2024-04-25,Texas Rangers,Seattle Mariners,3,4
2024-04-25,Colorado Rockies,San Diego Padres,10,9
2024-04-25,Washington Nationals,Los Angeles Dodgers,1,2
2024-04-25,New York Yankees,Oakland Athletics,1,3
2024-04-26,Detroit Tigers,Kansas City Royals,0,8
2024-04-26,Baltimore Orioles,Oakland Athletics,2,3
2024-04-26,Toronto Blue Jays,Los Angeles Dodgers,2,12
2024-04-26,Boston Red Sox,Chicago Cubs,1,7
2024-04-26,New York Mets,St. Louis Cardinals,2,4
2024-04-26,Miami Marlins,Washington Nationals,1,3
2024-04-26,Atlanta Braves,Cleveland Guardians,6,2
2024-04-26,Chicago White Sox,Tampa Bay Rays,9,4
2024-04-26,Texas Rangers,Cincinnati Reds,2,1
2024-04-26,Milwaukee Brewers,New York Yankees,7,6
2024-04-26,Los Angeles Angels,Minnesota Twins,3,5
2024-04-26,Seattle Mariners,Arizona Diamondbacks,6,1
2024-04-26,San Diego Padres,Philadelphia Phillies,3,9
2024-04-26,San Francisco Giants,Pittsburgh Pirates,3,0
2024-04-27,Toronto Blue Jays,Los Angeles Dodgers,2,4
2024-04-27,Baltimore Orioles,Oakland Athletics,7,0
2024-04-27,New York Mets,St. Louis Cardinals,4,7
2024-04-27,Texas Rangers,Cincinnati Reds,4,8
2024-04-27,Boston Red Sox,Chicago Cubs,17,0
2024-04-27,Miami Marlins,Washington Nationals,4,11
2024-04-27,Colorado Rockies,Houston Astros,4,12
2024-04-27,Detroit Tigers,Kansas City Royals,6,5
2024-04-27,Chicago White Sox,Tampa Bay Rays,8,7
2024-04-27,Milwaukee Brewers,New York Yankees,3,15
2024-04-27,Atlanta Braves,Cleveland Guardians,2,4
2024-04-27,San Diego Padres,Philadelphia Phillies,1,5
2024-04-27,San Francisco Giants,Pittsburgh Pirates,3,4
2024-04-27,Los Angeles Angels,Minnesota Twins,5,16
2024-04-27,Seattle Mariners,Arizona Diamondbacks,3,1
2024-04-28,Baltimore Orioles,Oakland Athletics,6,7
2024-04-28,Atlanta Braves,Cleveland Guardians,4,3
2024-04-28,Toronto Blue Jays,Los Angeles Dodgers,3,1
2024-04-28,Detroit Tigers,Kansas City Royals,4,1
2024-04-28,New York Mets,St. Louis Cardinals,4,2
2024-04-28,Miami Marlins,Washington Nationals,9,12
2024-04-28,Chicago White Sox,Tampa Bay Rays,4,2
2024-04-28,Milwaukee Brewers,New York Yankees,5,15
2024-04-28,Texas Rangers,Cincinnati Reds,4,3
2024-04-28,Colorado Rockies,Houston Astros,2,8
2024-04-28,San Francisco Giants,Pittsburgh Pirates,3,2
2024-04-28,Los Angeles Angels,Minnesota Twins,5,11
2024-04-28,Seattle Mariners,Arizona Diamondbacks,2,3
2024-04-28,San Diego Padres,Philadelphia Phillies,6,8
2024-04-28,Boston Red Sox,Chicago Cubs,5,4
2024-04-29,Baltimore Orioles,New York Yankees,2,0
2024-04-29,Miami Marlins,Washington Nationals,2,7
2024-04-29,Toronto Blue Jays,Kansas City Royals,6,5
2024-04-29,New York Mets,Chicago Cubs,1,3
2024-04-29,Chicago White Sox,Minnesota Twins,2,3
2024-04-29,Milwaukee Brewers,Tampa Bay Rays,0,1
2024-04-29,Los Angeles Angels,Philadelphia Phillies,6,5
2024-04-29,Arizona Diamondbacks,Los Angeles Dodgers,4,8
2024-04-29,Oakland Athletics,Pittsburgh Pirates,5,1
2024-04-29,San Diego Padres,Cincinnati Reds,2,5
2024-04-29,Seattle Mariners,Atlanta Braves,2,1
2024-04-30,Detroit Tigers,St. Louis Cardinals,1,2
2024-04-30,Detroit Tigers,St. Louis Cardinals,11,6
2024-04-30,Baltimore Orioles,New York Yankees,4,2
2024-04-30,Miami Marlins,Colorado Rockies,7,6
2024-04-30,Toronto Blue Jays,Kansas City Royals,1,4
2024-04-30,New York Mets,Chicago Cubs,4,2
2024-04-30,Boston Red Sox,San Francisco Giants,4,0
2024-04-30,Chicago White Sox,Minnesota Twins,5,6
2024-04-30,Milwaukee Brewers,Tampa Bay Rays,8,2
2024-04-30,Texas Rangers,Washington Nationals,7,1
2024-04-30,Houston Astros,Cleveland Guardians,10,9
2024-04-30,Los Angeles Angels,Philadelphia Phillies,5,7
2024-04-30,Arizona Diamondbacks,Los Angeles Dodgers,4,3
2024-04-30,Oakland Athletics,Pittsburgh Pirates,5,2
2024-04-30,San Diego Padres,Cincinnati Reds,6,4
2024-04-30,Seattle Mariners,Atlanta Braves,3,2
2024-05-01,Detroit Tigers,St. Louis Cardinals,4,1
2024-05-01,Milwaukee Brewers,Tampa Bay Rays,7,1
2024-05-01,Chicago White Sox,Minnesota Twins,5,10
2024-05-01,Toronto Blue Jays,Kansas City Royals,1,6
2024-05-01,Oakland Athletics,Pittsburgh Pirates,4,0
2024-05-01,Seattle Mariners,Atlanta Braves,2,5
2024-05-01,Los Angeles Angels,Philadelphia Phillies,1,2
2024-05-01,San Diego Padres,Cincinnati Reds,6,2
2024-05-01,Baltimore Orioles,New York Yankees,0,2
2024-05-01,Miami Marlins,Colorado Rockies,4,1
2024-05-01,New York Mets,Chicago Cubs,0,1
2024-05-01,Boston Red Sox,San Francisco Giants,6,2
2024-05-01,Texas Rangers,Washington Nationals,0,1
2024-05-01,Houston Astros,Cleveland Guardians,2,3
2024-05-01,Arizona Diamondbacks,Los Angeles Dodgers,0,8
2024-05-02,Miami Marlins,Colorado Rockies,5,4
2024-05-02,Baltimore Orioles,New York Yankees,7,2
2024-05-02,New York Mets,Chicago Cubs,7,6
2024-05-02,Boston Red Sox,San Francisco Giants,1,3
2024-05-02,Texas Rangers,Washington Nationals,6,0
2024-05-02,Houston Astros,Cleveland Guardians,8,2
2024-05-03,Chicago Cubs,Milwaukee Brewers,1,3
2024-05-03,Cincinnati Reds,Baltimore Orioles,0,3
2024-05-03,Pittsburgh Pirates,Colorado Rockies,2,3
2024-05-03,Philadelphia Phillies,San Francisco Giants,4,3
2024-05-03,Washington Nationals,Toronto Blue Jays,9,3
2024-05-03,Tampa Bay Rays,New York Mets,10,8
2024-05-03,New York Yankees,Detroit Tigers,2,1
2024-05-03,Cleveland Guardians,Los Angeles Angels,0,6
2024-05-03,Kansas City Royals,Texas Rangers,7,1
2024-05-03,Houston Astros,Seattle Mariners,5,3
2024-05-03,Minnesota Twins,Boston Red Sox,5,2
2024-05-03,St. Louis Cardinals,Chicago White Sox,3,0
2024-05-03,Arizona Diamondbacks,San Diego Padres,1,7
2024-05-03,Oakland Athletics,Miami Marlins,3,1
2024-05-03,Los Angeles Dodgers,Atlanta Braves,4,3
2024-05-04,New York Yankees,Detroit Tigers,5,3
2024-05-04,Minnesota Twins,Boston Red Sox,3,1
2024-05-04,St. Louis Cardinals,Chicago White Sox,5,6
2024-05-04,Chicago Cubs,Milwaukee Brewers,6,5
2024-05-04,Pittsburgh Pirates,Colorado Rockies,1,0
2024-05-04,Washington Nationals,Toronto Blue Jays,3,6
2024-05-04,Oakland Athletics,Miami Marlins,20,4
2024-05-04,Philadelphia Phillies,San Francisco Giants,14,3
2024-05-04,Cleveland Guardians,Los Angeles Angels,7,1
2024-05-04,Cincinnati Reds,Baltimore Orioles,1,2
2024-05-04,Kansas City Royals,Texas Rangers,4,15
2024-05-04,Houston Astros,Seattle Mariners,0,5
2024-05-04,Tampa Bay Rays,New York Mets,3,1
2024-05-04,Arizona Diamondbacks,San Diego Padres,1,13
2024-05-04,Los Angeles Dodgers,Atlanta Braves,11,2
2024-05-05,Pittsburgh Pirates,Colorado Rockies,5,3
2024-05-05,Washington Nationals,Toronto Blue Jays,11,8
2024-05-05,New York Yankees,Detroit Tigers,5,2
2024-05-05,Cleveland Guardians,Los Angeles Angels,4,1
2024-05-05,Tampa Bay Rays,New York Mets,7,6
2024-05-05,Houston Astros,Seattle Mariners,4,5
2024-05-05,Kansas City Royals,Texas Rangers,2,3
2024-05-05,Minnesota Twins,Boston Red Sox,2,9
2024-05-05,St. Louis Cardinals,Chicago White Sox,1,5
2024-05-05,Chicago Cubs,Milwaukee Brewers,5,0
2024-05-05,Oakland Athletics,Miami Marlins,3,12
2024-05-05,Cincinnati Reds,Baltimore Orioles,1,11
2024-05-05,Arizona Diamondbacks,San Diego Padres,11,4
2024-05-05,Los Angeles Dodgers,Atlanta Braves,5,1
2024-05-05,Philadelphia Phillies,San Francisco Giants,5,4
2024-05-06,Philadelphia Phillies,San Francisco Giants,6,1
2024-05-06,Cleveland Guardians,Detroit Tigers,2,1
2024-05-06,Pittsburgh Pirates,Los Angeles Angels,4,1
2024-05-06,Tampa Bay Rays,Chicago White Sox,8,2
2024-05-06,Kansas City Royals,Milwaukee Brewers,3,2
2024-05-06,Chicago Cubs,San Diego Padres,3,6
2024-05-06,Minnesota Twins,Seattle Mariners,3,1
2024-05-06,St. Louis Cardinals,New York Mets,3,4
2024-05-06,Oakland Athletics,Texas Rangers,2,4
2024-05-06,Los Angeles Dodgers,Miami Marlins,6,3
2024-05-07,Oakland Athletics,Texas Rangers,8,15
2024-05-07,Cleveland Guardians,Detroit Tigers,7,11
2024-05-07,Cincinnati Reds,Arizona Diamondbacks,2,6
2024-05-07,Pittsburgh Pirates,Los Angeles Angels,0,9
2024-05-07,Philadelphia Phillies,Toronto Blue Jays,10,1
2024-05-07,Washington Nationals,Baltimore Orioles,3,0
2024-05-07,Tampa Bay Rays,Chicago White Sox,5,1
2024-05-07,New York Yankees,Houston Astros,10,3
2024-05-07,Atlanta Braves,Boston Red Sox,4,2
2024-05-07,Chicago Cubs,San Diego Padres,3,2
2024-05-07,Minnesota Twins,Seattle Mariners,6,10
2024-05-07,Kansas City Royals,Milwaukee Brewers,5,6
2024-05-07,St. Louis Cardinals,New York Mets,5,7
2024-05-07,Colorado Rockies,San Francisco Giants,0,5
2024-05-07,Los Angeles Dodgers,Miami Marlins,8,2
2024-05-08,Pittsburgh Pirates,Los Angeles Angels,4,5
2024-05-08,Philadelphia Phillies,Toronto Blue Jays,3,5
2024-05-08,Cleveland Guardians,Detroit Tigers,5,4
2024-05-08,Kansas City Royals,Milwaukee Brewers,6,4
2024-05-08,Chicago Cubs,San Diego Padres,0,3
2024-05-08,Los Angeles Dodgers,Miami Marlins,3,1
2024-05-08,Oakland Athletics,Texas Rangers,9,4
2024-05-08,Oakland Athletics,Texas Rangers,11,12
2024-05-08,Cincinnati Reds,Arizona Diamondbacks,3,4
2024-05-08,Washington Nationals,Baltimore Orioles,6,7
2024-05-08,Tampa Bay Rays,Chicago White Sox,1,4
2024-05-08,New York Yankees,Houston Astros,9,4
2024-05-08,Atlanta Braves,Boston Red Sox,5,0
2024-05-08,Minnesota Twins,Seattle Mariners,6,3
2024-05-08,Colorado Rockies,San Francisco Giants,6,8
2024-05-09,Cincinnati Reds,Arizona Diamondbacks,4,5
