date,home,away,home_goals,away_goals
2026-06-09,Los Angeles Angels,Houston Astros,10,1
2026-06-09,San Diego Padres,Cincinnati Reds,3,5
2026-06-09,San Francisco Giants,Washington Nationals,3,6
2026-06-09,Athletics,Milwaukee Brewers,7,5
2026-06-10,Tampa Bay Rays,Boston Red Sox,7,5
2026-06-10,Cleveland Guardians,New York Yankees,4,8
2026-06-10,San Francisco Giants,Washington Nationals,11,10
2026-06-10,San Diego Padres,Cincinnati Reds,5,4
2026-06-10,Baltimore Orioles,Seattle Mariners,7,2
2026-06-10,Pittsburgh Pirates,Los Angeles Dodgers,9,8
2026-06-10,Detroit Tigers,Minnesota Twins,4,6
2026-06-10,Miami Marlins,Arizona Diamondbacks,8,0
2026-06-10,Toronto Blue Jays,Philadelphia Phillies,4,7
2026-06-10,New York Mets,St. Louis Cardinals,2,9
2026-06-10,Kansas City Royals,Texas Rangers,4,6
2026-06-10,Chicago White Sox,Atlanta Braves,2,1
2026-06-10,Colorado Rockies,Chicago Cubs,3,2
2026-06-10,Athletics,Milwaukee Brewers,4,3
2026-06-10,Los Angeles Angels,Houston Astros,3,2
2026-06-11,New York Mets,St. Louis Cardinals,5,4
2026-06-11,Detroit Tigers,Minnesota Twins,11,0
2026-06-11,Miami Marlins,Arizona Diamondbacks,2,0
2026-06-11,Kansas City Royals,Texas Rangers,2,4
2026-06-11,Colorado Rockies,Chicago Cubs,3,9
2026-06-11,Pittsburgh Pirates,Los Angeles Dodgers,6,8
2026-06-11,Baltimore Orioles,Seattle Mariners,7,5
2026-06-12,Pittsburgh Pirates,Miami Marlins,3,8
2026-06-12,Washington Nationals,Seattle Mariners,2,10
2026-06-12,Baltimore Orioles,San Diego Padres,7,3
2026-06-12,Cleveland Guardians,Detroit Tigers,3,2
2026-06-12,Boston Red Sox,Texas Rangers,10,1
2026-06-12,Cincinnati Reds,Arizona Diamondbacks,2,5
2026-06-12,New York Mets,Atlanta Braves,7,5
2026-06-12,Toronto Blue Jays,New York Yankees,8,5
2026-06-12,Chicago White Sox,Los Angeles Dodgers,8,2
2026-06-12,Milwaukee Brewers,Philadelphia Phillies,6,0
2026-06-12,Kansas City Royals,Houston Astros,8,10
2026-06-12,Minnesota Twins,St. Louis Cardinals,9,8
2026-06-12,Los Angeles Angels,Tampa Bay Rays,4,3
2026-06-12,Athletics,Colorado Rockies,6,4
2026-06-12,San Francisco Giants,Chicago Cubs,1,5
2026-06-13,Minnesota Twins,St. Louis Cardinals,6,9
2026-06-13,Toronto Blue Jays,New York Yankees,1,3
2026-06-13,Baltimore Orioles,San Diego Padres,3,9
2026-06-13,Washington Nationals,Seattle Mariners,8,3
2026-06-13,Pittsburgh Pirates,Miami Marlins,3,2
2026-06-13,Cincinnati Reds,Arizona Diamondbacks,2,1
2026-06-13,Cleveland Guardians,Detroit Tigers,3,1
2026-06-13,Boston Red Sox,Texas Rangers,6,3
2026-06-13,New York Mets,Atlanta Braves,1,3
2026-06-13,Chicago White Sox,Los Angeles Dodgers,1,7
2026-06-13,Kansas City Royals,Houston Astros,7,8
2026-06-13,Milwaukee Brewers,Philadelphia Phillies,8,9
2026-06-13,Athletics,Colorado Rockies,7,5
2026-06-13,San Francisco Giants,Chicago Cubs,1,6
2026-06-13,Los Angeles Angels,Tampa Bay Rays,8,0
2026-06-14,Pittsburgh Pirates,Miami Marlins,2,4
2026-06-14,Baltimore Orioles,San Diego Padres,2,5
2026-06-14,Washington Nationals,Seattle Mariners,10,1
2026-06-14,Toronto Blue Jays,New York Yankees,3,8
2026-06-14,Cincinnati Reds,Arizona Diamondbacks,3,5
2026-06-14,New York Mets,Atlanta Braves,8,1
2026-06-14,Kansas City Royals,Houston Astros,4,0
2026-06-14,Minnesota Twins,St. Louis Cardinals,5,4
2026-06-14,Chicago White Sox,Los Angeles Dodgers,6,4
2026-06-14,Milwaukee Brewers,Philadelphia Phillies,4,0
2026-06-14,Athletics,Colorado Rockies,9,23
2026-06-14,San Francisco Giants,Chicago Cubs,5,1
2026-06-14,Los Angeles Angels,Tampa Bay Rays,3,8
2026-06-14,Boston Red Sox,Texas Rangers,4,6
2026-06-15,Philadelphia Phillies,Miami Marlins,7,0
2026-06-15,Washington Nationals,Kansas City Royals,7,3
2026-06-15,Cincinnati Reds,New York Mets,12,0
2026-06-15,St. Louis Cardinals,San Diego Padres,3,0
2026-06-15,Chicago Cubs,Colorado Rockies,5,4
2026-06-15,Texas Rangers,Minnesota Twins,2,4
2026-06-15,Houston Astros,Detroit Tigers,3,9
2026-06-15,Arizona Diamondbacks,Los Angeles Angels,4,3
2026-06-15,Athletics,Pittsburgh Pirates,11,2
2026-06-15,Los Angeles Dodgers,Tampa Bay Rays,4,3
2026-06-16,Philadelphia Phillies,Miami Marlins,8,2
2026-06-16,Washington Nationals,Kansas City Royals,6,4
2026-06-16,Boston Red Sox,Toronto Blue Jays,1,6
2026-06-16,New York Yankees,Chicago White Sox,12,2
2026-06-16,Cincinnati Reds,New York Mets,5,3
2026-06-16,Atlanta Braves,San Francisco Giants,2,7
2026-06-16,Milwaukee Brewers,Cleveland Guardians,2,1
2026-06-16,St. Louis Cardinals,San Diego Padres,3,2
2026-06-16,Chicago Cubs,Colorado Rockies,2,5
2026-06-16,Texas Rangers,Minnesota Twins,2,12
2026-06-16,Houston Astros,Detroit Tigers,4,2
2026-06-16,Arizona Diamondbacks,Los Angeles Angels,0,7
2026-06-16,Athletics,Pittsburgh Pirates,5,6
2026-06-16,Seattle Mariners,Baltimore Orioles,3,1
2026-06-16,Los Angeles Dodgers,Tampa Bay Rays,1,0
2026-06-17,Cincinnati Reds,New York Mets,1,9
2026-06-17,Washington Nationals,Kansas City Royals,2,6
2026-06-17,Philadelphia Phillies,Miami Marlins,4,12
2026-06-16,Atlanta Braves,San Francisco Giants,2,7
2026-06-17,Houston Astros,Detroit Tigers,4,2
2026-06-17,St. Louis Cardinals,San Diego Padres,1,6
2026-06-17,Los Angeles Dodgers,Tampa Bay Rays,5,4
2026-06-17,Arizona Diamondbacks,Los Angeles Angels,8,1
2026-06-17,Boston Red Sox,Toronto Blue Jays,0,3
2026-06-17,New York Yankees,Chicago White Sox,10,5
2026-06-17,Atlanta Braves,San Francisco Giants,5,7
2026-06-17,Milwaukee Brewers,Cleveland Guardians,9,4
2026-06-17,Chicago Cubs,Colorado Rockies,8,6
2026-06-17,Athletics,Pittsburgh Pirates,4,12
2026-06-17,Seattle Mariners,Baltimore Orioles,3,5
2026-06-18,Boston Red Sox,Toronto Blue Jays,3,4
2026-06-18,Milwaukee Brewers,Cleveland Guardians,2,4
2026-06-18,Texas Rangers,Minnesota Twins,3,9
2026-06-18,Seattle Mariners,Baltimore Orioles,3,0
2026-06-18,Philadelphia Phillies,New York Mets,4,6
2026-06-18,New York Yankees,Chicago White Sox,1,5
2026-06-18,Kansas City Royals,St. Louis Cardinals,14,6
2026-06-18,Athletics,Los Angeles Angels,5,0
2026-06-19,Chicago Cubs,Toronto Blue Jays,16,2
2026-06-19,Detroit Tigers,Chicago White Sox,4,3
2026-06-19,New York Yankees,Cincinnati Reds,5,0
2026-06-19,Tampa Bay Rays,Washington Nationals,5,2
2026-06-19,Miami Marlins,San Francisco Giants,4,3
2026-06-19,Atlanta Braves,Milwaukee Brewers,3,2
2026-06-19,Texas Rangers,San Diego Padres,9,7
2026-06-19,Houston Astros,Cleveland Guardians,9,3
2026-06-19,Kansas City Royals,St. Louis Cardinals,6,5
2026-06-19,Colorado Rockies,Pittsburgh Pirates,4,3
2026-06-19,Athletics,Los Angeles Angels,12,11
2026-06-19,Arizona Diamondbacks,Minnesota Twins,9,5
2026-06-19,Los Angeles Dodgers,Baltimore Orioles,6,5
2026-06-19,Seattle Mariners,Boston Red Sox,2,6
2026-06-20,Detroit Tigers,Chicago White Sox,4,1
2026-06-20,New York Yankees,Cincinnati Reds,2,10
2026-06-20,Chicago Cubs,Toronto Blue Jays,6,8
2026-06-20,Texas Rangers,San Diego Padres,4,6
2026-06-20,Tampa Bay Rays,Washington Nationals,3,4
2026-06-20,Miami Marlins,San Francisco Giants,6,3
2026-06-20,Atlanta Braves,Milwaukee Brewers,4,3
2026-06-20,Houston Astros,Cleveland Guardians,1,8
2026-06-20,Philadelphia Phillies,New York Mets,15,3
2026-06-20,Colorado Rockies,Pittsburgh Pirates,2,1
2026-06-20,Athletics,Los Angeles Angels,0,7
2026-06-20,Los Angeles Dodgers,Baltimore Orioles,2,3
2026-06-20,Seattle Mariners,Boston Red Sox,1,5
2026-06-20,Arizona Diamondbacks,Minnesota Twins,8,16
2026-06-21,New York Yankees,Cincinnati Reds,1,4
2026-06-21,Atlanta Braves,Milwaukee Brewers,4,9
2026-06-21,Tampa Bay Rays,Washington Nationals,4,3
2026-06-21,Detroit Tigers,Chicago White Sox,5,4
2026-06-21,Miami Marlins,San Francisco Giants,2,1
2026-06-21,Houston Astros,Cleveland Guardians,2,1
2026-06-21,Kansas City Royals,St. Louis Cardinals,10,12
2026-06-21,Texas Rangers,San Diego Padres,4,3
2026-06-21,Colorado Rockies,Pittsburgh Pirates,6,8
2026-06-21,Arizona Diamondbacks,Minnesota Twins,2,4
2026-06-21,Athletics,Los Angeles Angels,7,9
2026-06-21,Los Angeles Dodgers,Baltimore Orioles,1,12
2026-06-21,Seattle Mariners,Boston Red Sox,3,1
2026-06-21,Philadelphia Phillies,New York Mets,6,2
2026-06-22,Detroit Tigers,New York Yankees,5,3
2026-06-22,Tampa Bay Rays,Kansas City Royals,1,2
2026-06-22,Miami Marlins,Texas Rangers,3,4
2026-06-22,Washington Nationals,Philadelphia Phillies,4,1
2026-06-22,Toronto Blue Jays,Houston Astros,4,2
2026-06-22,Cincinnati Reds,Milwaukee Brewers,1,2
2026-06-22,Minnesota Twins,Los Angeles Dodgers,1,2
2026-06-22,Chicago White Sox,Cleveland Guardians,6,5
2026-06-22,St. Louis Cardinals,Arizona Diamondbacks,3,2
2026-06-22,Colorado Rockies,Boston Red Sox,3,2
2026-06-22,Los Angeles Angels,Baltimore Orioles,1,6
2026-06-22,San Diego Padres,Atlanta Braves,1,0
2026-06-23,Toronto Blue Jays,Houston Astros,7,9
2026-06-23,Pittsburgh Pirates,Seattle Mariners,2,3
2026-06-23,Tampa Bay Rays,Kansas City Royals,5,12
2026-06-23,Miami Marlins,Texas Rangers,6,4
2026-06-23,Detroit Tigers,New York Yankees,3,4
2026-06-23,Washington Nationals,Philadelphia Phillies,9,14
2026-06-23,New York Mets,Chicago Cubs,6,9
2026-06-23,Cincinnati Reds,Milwaukee Brewers,0,2
2026-06-23,Minnesota Twins,Los Angeles Dodgers,3,12
2026-06-23,Chicago White Sox,Cleveland Guardians,2,1
2026-06-23,St. Louis Cardinals,Arizona Diamondbacks,3,4
2026-06-23,Colorado Rockies,Boston Red Sox,2,5
2026-06-23,Los Angeles Angels,Baltimore Orioles,5,1
2026-06-23,San Diego Padres,Atlanta Braves,7,6
2026-06-23,San Francisco Giants,Athletics,3,1
2026-06-24,Miami Marlins,Texas Rangers,4,2
2026-06-24,New York Mets,Chicago Cubs,3,10
2026-06-24,New York Mets,Chicago Cubs,5,10
2026-06-24,Chicago White Sox,Cleveland Guardians,3,4
2026-06-24,Colorado Rockies,Boston Red Sox,8,6
2026-06-24,Los Angeles Angels,Baltimore Orioles,7,6
2026-06-24,Pittsburgh Pirates,Seattle Mariners,11,1
2026-06-24,Tampa Bay Rays,Kansas City Royals,5,3
2026-06-24,Detroit Tigers,New York Yankees,2,4
2026-06-24,Washington Nationals,Philadelphia Phillies,4,5
2026-06-24,Toronto Blue Jays,Houston Astros,1,3
2026-06-24,Cincinnati Reds,Milwaukee Brewers,5,6
2026-06-24,Minnesota Twins,Los Angeles Dodgers,3,4
2026-06-24,St. Louis Cardinals,Arizona Diamondbacks,4,9
2026-06-24,San Diego Padres,Atlanta Braves,5,2
2026-06-24,San Francisco Giants,Athletics,2,1
2026-06-25,Tampa Bay Rays,Kansas City Royals,13,2
2026-06-25,Pittsburgh Pirates,Seattle Mariners,5,1
2026-06-25,San Francisco Giants,Athletics,6,9
2026-06-25,Detroit Tigers,Houston Astros,1,2
2026-06-25,Washington Nationals,Philadelphia Phillies,5,10
2026-06-25,Toronto Blue Jays,Texas Rangers,5,6
2026-06-25,New York Mets,Chicago Cubs,3,4
2026-06-25,Boston Red Sox,New York Yankees,6,3
2026-06-26,Detroit Tigers,Houston Astros,8,0
2026-06-26,Pittsburgh Pirates,Cincinnati Reds,4,6
2026-06-26,Baltimore Orioles,Washington Nationals,3,1
2026-06-26,Toronto Blue Jays,Texas Rangers,4,5
2026-06-26,Cleveland Guardians,Seattle Mariners,1,3
2026-06-26,Tampa Bay Rays,Arizona Diamondbacks,6,1
2026-06-26,New York Mets,Philadelphia Phillies,1,2
2026-06-26,Boston Red Sox,New York Yankees,6,1
2026-06-26,Chicago White Sox,Kansas City Royals,22,1
2026-06-26,Milwaukee Brewers,Chicago Cubs,6,2
2026-06-26,Minnesota Twins,Colorado Rockies,9,8
2026-06-26,St. Louis Cardinals,Miami Marlins,0,4
2026-06-26,Los Angeles Angels,Athletics,3,9
2026-06-26,San Diego Padres,Los Angeles Dodgers,7,1
2026-06-26,San Francisco Giants,Atlanta Braves,1,3
2026-06-27,Detroit Tigers,Houston Astros,6,8
2026-06-27,Boston Red Sox,New York Yankees,4,1
2026-06-27,Toronto Blue Jays,Texas Rangers,4,7
2026-06-27,Pittsburgh Pirates,Cincinnati Reds,7,9
2026-06-27,New York Mets,Philadelphia Phillies,6,2
2026-06-27,Chicago White Sox,Kansas City Royals,2,1
2026-06-27,Tampa Bay Rays,Arizona Diamondbacks,4,2
2026-06-27,Baltimore Orioles,Washington Nationals,3,4
2026-06-27,Cleveland Guardians,Seattle Mariners,4,3
2026-06-27,Minnesota Twins,Colorado Rockies,5,8
2026-06-27,Milwaukee Brewers,Chicago Cubs,2,8
2026-06-27,St. Louis Cardinals,Miami Marlins,1,5
2026-06-27,San Diego Padres,Los Angeles Dodgers,3,15
2026-06-27,San Francisco Giants,Atlanta Braves,5,0
2026-06-27,Los Angeles Angels,Athletics,5,2
2026-06-28,Baltimore Orioles,Washington Nationals,4,6
2026-06-28,Pittsburgh Pirates,Cincinnati Reds,9,4
2026-06-28,Toronto Blue Jays,Texas Rangers,2,3
2026-06-28,Detroit Tigers,Houston Astros,5,7
2026-06-28,Cleveland Guardians,Seattle Mariners,6,5
2026-06-28,Tampa Bay Rays,Arizona Diamondbacks,5,1
2026-06-28,New York Mets,Philadelphia Phillies,4,5
2026-06-28,Minnesota Twins,Colorado Rockies,3,2
2026-06-28,Chicago White Sox,Kansas City Royals,4,5
2026-06-28,Milwaukee Brewers,Chicago Cubs,3,4
2026-06-28,St. Louis Cardinals,Miami Marlins,2,1
2026-06-28,Los Angeles Angels,Athletics,4,1
2026-06-28,San Francisco Giants,Atlanta Braves,3,2
2026-06-28,San Diego Padres,Los Angeles Dodgers,2,4
2026-06-28,Boston Red Sox,New York Yankees,5,4
2026-06-29,Baltimore Orioles,Chicago White Sox,2,8
2026-06-29,Philadelphia Phillies,Pittsburgh Pirates,7,11
2026-06-29,New York Yankees,Detroit Tigers,3,7
2026-06-29,Toronto Blue Jays,New York Mets,2,1
2026-06-29,Boston Red Sox,Washington Nationals,6,3
2026-06-29,Cleveland Guardians,Texas Rangers,3,6
2026-06-29,Milwaukee Brewers,Cincinnati Reds,5,3
2026-06-29,Chicago Cubs,San Diego Padres,3,2
2026-06-29,Houston Astros,Minnesota Twins,4,5
2026-06-29,Colorado Rockies,Miami Marlins,7,10
2026-06-29,Athletics,Los Angeles Dodgers,4,9
2026-06-29,Seattle Mariners,Los Angeles Angels,6,2
2026-06-29,Arizona Diamondbacks,San Francisco Giants,5,4
2026-06-30,Baltimore Orioles,Chicago White Sox,3,9
2026-06-30,Cleveland Guardians,Texas Rangers,2,4
2026-06-30,Philadelphia Phillies,Pittsburgh Pirates,8,0
2026-06-30,New York Yankees,Detroit Tigers,3,9
2026-06-30,Toronto Blue Jays,New York Mets,0,3
2026-06-30,Boston Red Sox,Washington Nationals,1,8
2026-06-30,Atlanta Braves,St. Louis Cardinals,3,5
2026-06-30,Kansas City Royals,Tampa Bay Rays,4,10
2026-06-30,Milwaukee Brewers,Cincinnati Reds,7,2
2026-06-30,Chicago Cubs,San Diego Padres,9,7
2026-06-30,Houston Astros,Minnesota Twins,6,4
2026-06-30,Colorado Rockies,Miami Marlins,3,14
2026-06-30,Athletics,Los Angeles Dodgers,3,9
2026-06-30,Seattle Mariners,Los Angeles Angels,8,3
2026-06-30,Arizona Diamondbacks,San Francisco Giants,8,2
2026-07-01,Baltimore Orioles,Chicago White Sox,6,1
2026-07-01,Cleveland Guardians,Texas Rangers,9,4
2026-07-01,Boston Red Sox,Washington Nationals,2,10
2026-07-01,New York Yankees,Detroit Tigers,2,6
2026-07-01,Chicago Cubs,San Diego Padres,23,3
2026-07-01,Toronto Blue Jays,New York Mets,9,3
2026-07-01,Philadelphia Phillies,Pittsburgh Pirates,10,6
2026-07-01,Atlanta Braves,St. Louis Cardinals,5,1
2026-07-01,Kansas City Royals,Tampa Bay Rays,0,4
2026-07-01,Houston Astros,Minnesota Twins,3,8
2026-07-01,Milwaukee Brewers,Cincinnati Reds,4,2
2026-07-01,Colorado Rockies,Miami Marlins,6,3
2026-07-01,Athletics,Los Angeles Dodgers,7,1
2026-07-01,Arizona Diamondbacks,San Francisco Giants,4,6
2026-07-02,Philadelphia Phillies,Pittsburgh Pirates,1,6
2026-07-02,Milwaukee Brewers,Cincinnati Reds,2,7
2026-07-02,Colorado Rockies,Miami Marlins,14,4
2026-07-02,Cleveland Guardians,Chicago White Sox,6,5
2026-07-02,Atlanta Braves,St. Louis Cardinals,5,11
2026-07-02,Kansas City Royals,Tampa Bay Rays,2,5
2026-07-02,Texas Rangers,Detroit Tigers,10,4
2026-07-02,Seattle Mariners,Los Angeles Angels,1,0
2026-07-02,Los Angeles Dodgers,San Diego Padres,12,7
2026-07-03,Chicago Cubs,St. Louis Cardinals,1,17
2026-07-03,Washington Nationals,Pittsburgh Pirates,9,5
2026-07-03,New York Yankees,Minnesota Twins,5,2
2026-07-03,Cincinnati Reds,Baltimore Orioles,0,3
2026-07-03,Cleveland Guardians,Chicago White Sox,4,3
2026-07-03,Atlanta Braves,New York Mets,5,3
2026-07-03,Colorado Rockies,San Francisco Giants,15,3
2026-07-03,Houston Astros,Tampa Bay Rays,1,3
2026-07-03,Los Angeles Angels,Boston Red Sox,2,5
2026-07-03,Athletics,Miami Marlins,5,12
2026-07-03,Arizona Diamondbacks,Milwaukee Brewers,4,7
2026-07-03,Los Angeles Dodgers,San Diego Padres,4,3
2026-07-03,Seattle Mariners,Toronto Blue Jays,0,2
2026-07-04,Washington Nationals,Pittsburgh Pirates,1,7
2026-07-04,New York Yankees,Minnesota Twins,4,11
2026-07-04,Texas Rangers,Detroit Tigers,0,3
2026-07-04,Seattle Mariners,Toronto Blue Jays,11,0
2026-07-04,Cincinnati Reds,Baltimore Orioles,5,8
2026-07-04,Houston Astros,Tampa Bay Rays,10,8
2026-07-04,Cleveland Guardians,Chicago White Sox,1,3
2026-07-04,Chicago Cubs,St. Louis Cardinals,0,3
2026-07-04,Atlanta Braves,New York Mets,14,3
2026-07-04,Colorado Rockies,San Francisco Giants,4,6
2026-07-04,Kansas City Royals,Philadelphia Phillies,1,6
2026-07-04,Los Angeles Angels,Boston Red Sox,1,8
2026-07-04,Athletics,Miami Marlins,2,7
2026-07-04,Arizona Diamondbacks,Milwaukee Brewers,4,3
2026-07-04,Los Angeles Dodgers,San Diego Padres,3,0
2026-07-05,Atlanta Braves,New York Mets,9,10
2026-07-05,Washington Nationals,Pittsburgh Pirates,5,11
2026-07-05,Cincinnati Reds,Baltimore Orioles,3,2
2026-07-05,New York Yankees,Minnesota Twins,1,6
2026-07-05,Cleveland Guardians,Chicago White Sox,6,7
2026-07-05,Chicago Cubs,St. Louis Cardinals,6,4
2026-07-05,Kansas City Royals,Philadelphia Phillies,5,2
2026-07-05,Houston Astros,Tampa Bay Rays,2,0
2026-07-05,Texas Rangers,Detroit Tigers,3,6
2026-07-05,Colorado Rockies,San Francisco Giants,7,6
2026-07-05,Arizona Diamondbacks,Milwaukee Brewers,2,3
2026-07-05,Athletics,Miami Marlins,8,9
2026-07-05,Seattle Mariners,Toronto Blue Jays,4,0
2026-07-05,Los Angeles Dodgers,San Diego Padres,2,5
2026-07-05,Los Angeles Angels,Boston Red Sox,5,7
2026-07-06,Kansas City Royals,Philadelphia Phillies,15,1
2026-07-06,Tampa Bay Rays,New York Yankees,1,5
2026-07-06,Washington Nationals,Houston Astros,12,11
2026-07-06,Atlanta Braves,New York Mets,6,7
2026-07-06,St. Louis Cardinals,Milwaukee Brewers,3,4
2026-07-06,San Diego Padres,Arizona Diamondbacks,0,8
2026-07-06,San Francisco Giants,Toronto Blue Jays,10,1
2026-07-06,Los Angeles Dodgers,Colorado Rockies,8,7
2026-07-07,St. Louis Cardinals,Milwaukee Brewers,3,4
2026-07-07,St. Louis Cardinals,Milwaukee Brewers,2,10
2026-07-07,Baltimore Orioles,Chicago Cubs,2,5
2026-07-07,Detroit Tigers,Athletics,6,2
2026-07-07,Pittsburgh Pirates,Atlanta Braves,12,4
2026-07-07,Miami Marlins,Seattle Mariners,6,5
2026-07-07,Tampa Bay Rays,New York Yankees,6,4
2026-07-07,Washington Nationals,Houston Astros,3,6
2026-07-07,New York Mets,Kansas City Royals,12,16
2026-07-07,Cincinnati Reds,Philadelphia Phillies,1,4
2026-07-07,Minnesota Twins,Cleveland Guardians,3,1
2026-07-07,Chicago White Sox,Boston Red Sox,1,8
2026-07-07,Texas Rangers,Los Angeles Angels,8,3
2026-07-07,San Diego Padres,Arizona Diamondbacks,4,1
2026-07-07,San Francisco Giants,Toronto Blue Jays,3,9
2026-07-07,Los Angeles Dodgers,Colorado Rockies,3,4
2026-07-08,San Francisco Giants,Toronto Blue Jays,0,10
2026-07-08,Baltimore Orioles,Chicago Cubs,7,9
2026-07-08,Detroit Tigers,Athletics,6,1
2026-07-08,Pittsburgh Pirates,Atlanta Braves,0,3
2026-07-08,Miami Marlins,Seattle Mariners,2,0
2026-07-08,Tampa Bay Rays,New York Yankees,3,0
2026-07-08,Washington Nationals,Houston Astros,8,2
2026-07-08,New York Mets,Kansas City Royals,6,2
2026-07-08,Cincinnati Reds,Philadelphia Phillies,11,5
2026-07-08,Minnesota Twins,Cleveland Guardians,6,5
2026-07-08,Chicago White Sox,Boston Red Sox,0,5
2026-07-08,St. Louis Cardinals,Milwaukee Brewers,5,1
2026-07-08,Texas Rangers,Los Angeles Angels,1,13
2026-07-08,Los Angeles Dodgers,Colorado Rockies,4,3
2026-07-08,San Diego Padres,Arizona Diamondbacks,10,4
2026-07-09,Pittsburgh Pirates,Atlanta Braves,5,10
2026-07-09,New York Mets,Kansas City Royals,7,3
2026-07-09,Tampa Bay Rays,New York Yankees,4,12
2026-07-09,Baltimore Orioles,Chicago Cubs,3,2
2026-07-09,Minnesota Twins,Cleveland Guardians,2,5
2026-07-09,Chicago White Sox,Boston Red Sox,1,2
2026-07-09,Detroit Tigers,Athletics,4,1
2026-07-09,Miami Marlins,Seattle Mariners,8,4
2026-07-09,Cincinnati Reds,Philadelphia Phillies,0,1
2026-07-09,St. Louis Cardinals,Milwaukee Brewers,4,8
2026-07-09,Texas Rangers,Los Angeles Angels,7,6
2026-07-09,San Diego Padres,Arizona Diamondbacks,1,3
2026-07-09,San Francisco Giants,Colorado Rockies,8,2
2026-07-10,Detroit Tigers,Philadelphia Phillies,10,2
2026-07-10,Washington Nationals,New York Yankees,3,5
2026-07-10,Baltimore Orioles,Kansas City Royals,5,3
2026-07-10,Cincinnati Reds,Chicago Cubs,4,0
2026-07-10,Tampa Bay Rays,Seattle Mariners,7,2
2026-07-10,Miami Marlins,Cleveland Guardians,2,3
2026-07-10,New York Mets,Boston Red Sox,2,6
2026-07-10,Chicago White Sox,Athletics,14,1
2026-07-10,Texas Rangers,Houston Astros,7,3
2026-07-10,Minnesota Twins,Los Angeles Angels,3,4
2026-07-10,St. Louis Cardinals,Atlanta Braves,2,1
2026-07-10,San Diego Padres,Toronto Blue Jays,3,5
2026-07-10,Los Angeles Dodgers,Arizona Diamondbacks,3,9
2026-07-10,San Francisco Giants,Colorado Rockies,3,4
2026-07-11,Pittsburgh Pirates,Milwaukee Brewers,7,6
2026-07-11,Pittsburgh Pirates,Milwaukee Brewers,3,2
2026-07-11,Minnesota Twins,Los Angeles Angels,5,3
2026-07-11,Chicago White Sox,Athletics,1,0
2026-07-11,San Francisco Giants,Colorado Rockies,4,2
2026-07-11,Washington Nationals,New York Yankees,2,4
2026-07-11,New York Mets,Boston Red Sox,0,4
2026-07-11,Tampa Bay Rays,Seattle Mariners,6,1
2026-07-11,Miami Marlins,Cleveland Guardians,1,4
2026-07-11,Detroit Tigers,Philadelphia Phillies,2,4
2026-07-11,Baltimore Orioles,Kansas City Royals,6,1
2026-07-11,Texas Rangers,Houston Astros,3,9
2026-07-11,Cincinnati Reds,Chicago Cubs,3,5
2026-07-11,St. Louis Cardinals,Atlanta Braves,4,1
2026-07-11,San Diego Padres,Toronto Blue Jays,8,7
2026-07-11,Los Angeles Dodgers,Arizona Diamondbacks,2,9
2026-07-12,Pittsburgh Pirates,Milwaukee Brewers,14,5
2026-07-12,Baltimore Orioles,Kansas City Royals,8,2
2026-07-12,Washington Nationals,New York Yankees,3,5
2026-07-12,Cincinnati Reds,Chicago Cubs,4,8
2026-07-12,New York Mets,Boston Red Sox,2,3
2026-07-12,Tampa Bay Rays,Seattle Mariners,2,8
2026-07-12,Detroit Tigers,Philadelphia Phillies,0,5
2026-07-12,Miami Marlins,Cleveland Guardians,2,5
2026-07-12,Minnesota Twins,Los Angeles Angels,4,2
2026-07-12,Chicago White Sox,Athletics,9,1
2026-07-12,St. Louis Cardinals,Atlanta Braves,3,4
2026-07-12,Texas Rangers,Houston Astros,6,5
2026-07-12,San Francisco Giants,Colorado Rockies,3,1
2026-07-12,Los Angeles Dodgers,Arizona Diamondbacks,3,5
2026-07-12,San Diego Padres,Toronto Blue Jays,5,4
2026-07-16,Philadelphia Phillies,New York Mets,1,4
2026-07-17,Boston Red Sox,Tampa Bay Rays,10,0
2026-07-17,Boston Red Sox,Tampa Bay Rays,5,3
2026-07-17,New York Yankees,Los Angeles Dodgers,1,2
2026-07-17,Atlanta Braves,Texas Rangers,15,1
2026-07-17,Toronto Blue Jays,Chicago White Sox,4,12
2026-07-17,Milwaukee Brewers,Miami Marlins,2,1
2026-07-17,Chicago Cubs,Minnesota Twins,2,5
2026-07-17,Houston Astros,Baltimore Orioles,2,3
2026-07-17,Kansas City Royals,San Diego Padres,7,6
2026-07-17,Colorado Rockies,Cincinnati Reds,2,7
2026-07-17,Los Angeles Angels,Detroit Tigers,1,2
2026-07-17,Athletics,Washington Nationals,4,23
2026-07-17,Arizona Diamondbacks,St. Louis Cardinals,4,5
2026-07-17,Seattle Mariners,San Francisco Giants,0,7
2026-07-18,Cleveland Guardians,Pittsburgh Pirates,1,7
2026-07-18,Cleveland Guardians,Pittsburgh Pirates,5,3
2026-07-18,Chicago Cubs,Minnesota Twins,6,2
2026-07-18,Philadelphia Phillies,New York Mets,6,1
2026-07-18,Toronto Blue Jays,Chicago White Sox,1,0
2026-07-18,Colorado Rockies,Cincinnati Reds,10,3
2026-07-18,Houston Astros,Baltimore Orioles,2,4
2026-07-18,Kansas City Royals,San Diego Padres,6,1
2026-07-18,Arizona Diamondbacks,St. Louis Cardinals,5,3
2026-07-18,Boston Red Sox,Tampa Bay Rays,7,6
2026-07-18,Atlanta Braves,Texas Rangers,6,7
